date,date_id,wind,desc,temp,baro,hum,day,month,day_date,year,day_name,Start_hour,End_hour
"Wednesday 16 December 2009, 00.00 — 06.00",1260921600000.0,2.0,Partly cloudy.,24.0,1013.0,100,2009-12-16,12,16,2009,2,00:00,06:00
"Wednesday 16 December 2009, 06.00 — 12.00",1260943200000.0,5.0,Broken clouds.,26.0,1015.0,95,2009-12-16,12,16,2009,2,06:00,12:00
"Wednesday 16 December 2009, 12.00 — 18.00",1260964800000.0,11.0,Broken clouds.,28.0,1013.0,83,2009-12-16,12,16,2009,2,12:00,18:00
"Wednesday 16 December 2009, 18.00 — 00.00",1260986400000.0,6.0,Partly cloudy.,25.0,1015.0,97,2009-12-16,12,16,2009,2,18:00,00:00
"Thursday 17 December 2009, 00.00 — 06.00",1261008000000.0,6.0,Partly cloudy.,24.0,1014.0,99,2009-12-17,12,17,2009,3,00:00,06:00
"Thursday 17 December 2009, 06.00 — 12.00",1261029600000.0,8.0,More clouds than sun.,23.0,1016.0,97,2009-12-17,12,17,2009,3,06:00,12:00
"Thursday 17 December 2009, 12.00 — 18.00",1261051200000.0,12.0,Broken clouds.,23.0,1014.0,91,2009-12-17,12,17,2009,3,12:00,18:00
"Thursday 17 December 2009, 18.00 — 00.00",1261072800000.0,7.0,Partly cloudy.,23.0,1016.0,91,2009-12-17,12,17,2009,3,18:00,00:00
"Friday 18 December 2009, 00.00 — 06.00",1261094400000.0,1.0,Partly cloudy.,23.0,1014.0,93,2009-12-18,12,18,2009,4,00:00,06:00
"Friday 18 December 2009, 06.00 — 12.00",1261116000000.0,7.0,Scattered clouds.,28.0,1016.0,83,2009-12-18,12,18,2009,4,06:00,12:00
"Friday 18 December 2009, 12.00 — 18.00",1261137600000.0,12.0,Broken clouds.,28.0,1013.0,78,2009-12-18,12,18,2009,4,12:00,18:00
"Friday 18 December 2009, 18.00 — 00.00",1261159200000.0,5.0,Partly cloudy.,26.0,1015.0,90,2009-12-18,12,18,2009,4,18:00,00:00
"Saturday 19 December 2009, 00.00 — 06.00",1261180800000.0,1.0,Partly cloudy.,25.0,1014.0,96,2009-12-19,12,19,2009,5,00:00,06:00
"Saturday 19 December 2009, 06.00 — 12.00",1261202400000.0,7.0,Fog.,29.0,1016.0,90,2009-12-19,12,19,2009,5,06:00,12:00
"Saturday 19 December 2009, 12.00 — 18.00",1261224000000.0,16.0,Scattered clouds.,29.0,1014.0,77,2009-12-19,12,19,2009,5,12:00,18:00
"Saturday 19 December 2009, 18.00 — 00.00",1261245600000.0,10.0,Passing clouds.,26.0,1016.0,86,2009-12-19,12,19,2009,5,18:00,00:00
"Sunday 20 December 2009, 00.00 — 06.00",1261267200000.0,2.0,Partly cloudy.,25.0,1015.0,93,2009-12-20,12,20,2009,6,00:00,06:00
"Sunday 20 December 2009, 06.00 — 12.00",1261288800000.0,9.0,Fog.,28.0,1017.0,89,2009-12-20,12,20,2009,6,06:00,12:00
"Sunday 20 December 2009, 12.00 — 18.00",1261310400000.0,20.0,Scattered clouds.,29.0,1015.0,79,2009-12-20,12,20,2009,6,12:00,18:00
"Sunday 20 December 2009, 18.00 — 00.00",1261332000000.0,12.0,Passing clouds.,26.0,1016.0,89,2009-12-20,12,20,2009,6,18:00,00:00
"Monday 21 December 2009, 00.00 — 06.00",1261353600000.0,5.0,Passing clouds.,25.0,1015.0,98,2009-12-21,12,21,2009,0,00:00,06:00
"Monday 21 December 2009, 06.00 — 12.00",1261375200000.0,12.0,Broken clouds.,28.0,1016.0,90,2009-12-21,12,21,2009,0,06:00,12:00
"Monday 21 December 2009, 12.00 — 18.00",1261396800000.0,19.0,Broken clouds.,28.0,1013.0,76,2009-12-21,12,21,2009,0,12:00,18:00
"Monday 21 December 2009, 18.00 — 00.00",1261418400000.0,13.0,Partly cloudy.,27.0,1015.0,86,2009-12-21,12,21,2009,0,18:00,00:00
"Tuesday 22 December 2009, 00.00 — 06.00",1261440000000.0,3.0,Partly cloudy.,24.0,1014.0,100,2009-12-22,12,22,2009,1,00:00,06:00
"Tuesday 22 December 2009, 06.00 — 12.00",1261461600000.0,12.0,Broken clouds.,26.0,1016.0,89,2009-12-22,12,22,2009,1,06:00,12:00
"Tuesday 22 December 2009, 12.00 — 18.00",1261483200000.0,18.0,Broken clouds.,28.0,1013.0,76,2009-12-22,12,22,2009,1,12:00,18:00
"Tuesday 22 December 2009, 18.00 — 00.00",1261504800000.0,10.0,Passing clouds.,26.0,1015.0,87,2009-12-22,12,22,2009,1,18:00,00:00
"Wednesday 23 December 2009, 00.00 — 06.00",1261526400000.0,2.0,Passing clouds.,24.0,1014.0,94,2009-12-23,12,23,2009,2,00:00,06:00
"Wednesday 23 December 2009, 06.00 — 12.00",1261548000000.0,10.0,Fog.,28.0,1015.0,87,2009-12-23,12,23,2009,2,06:00,12:00
"Wednesday 23 December 2009, 12.00 — 18.00",1261569600000.0,15.0,Partly sunny.,28.0,1013.0,73,2009-12-23,12,23,2009,2,12:00,18:00
"Wednesday 23 December 2009, 18.00 — 00.00",1261591200000.0,8.0,Passing clouds.,26.0,1015.0,83,2009-12-23,12,23,2009,2,18:00,00:00
"Thursday 24 December 2009, 00.00 — 06.00",1261612800000.0,2.0,Passing clouds.,25.0,1014.0,89,2009-12-24,12,24,2009,3,00:00,06:00
"Thursday 24 December 2009, 06.00 — 12.00",1261634400000.0,8.0,Broken clouds.,28.0,1016.0,83,2009-12-24,12,24,2009,3,06:00,12:00
"Thursday 24 December 2009, 12.00 — 18.00",1261656000000.0,18.0,Broken clouds.,28.0,1013.0,70,2009-12-24,12,24,2009,3,12:00,18:00
"Thursday 24 December 2009, 18.00 — 00.00",1261677600000.0,11.0,Passing clouds.,26.0,1014.0,78,2009-12-24,12,24,2009,3,18:00,00:00
"Friday 25 December 2009, 00.00 — 06.00",1261699200000.0,1.0,Haze.,24.0,1013.0,90,2009-12-25,12,25,2009,4,00:00,06:00
"Friday 25 December 2009, 06.00 — 12.00",1261720800000.0,7.0,Scattered clouds.,28.0,1015.0,80,2009-12-25,12,25,2009,4,06:00,12:00
"Friday 25 December 2009, 12.00 — 18.00",1261742400000.0,15.0,Scattered clouds.,28.0,1013.0,66,2009-12-25,12,25,2009,4,12:00,18:00
"Friday 25 December 2009, 18.00 — 00.00",1261764000000.0,8.0,Haze.,26.0,1015.0,79,2009-12-25,12,25,2009,4,18:00,00:00
"Saturday 26 December 2009, 00.00 — 06.00",1261785600000.0,2.0,Passing clouds.,23.0,1013.0,90,2009-12-26,12,26,2009,5,00:00,06:00
"Saturday 26 December 2009, 06.00 — 12.00",1261807200000.0,7.0,Fog.,27.0,1014.0,84,2009-12-26,12,26,2009,5,06:00,12:00
"Saturday 26 December 2009, 12.00 — 18.00",1261828800000.0,16.0,Passing clouds.,28.0,1012.0,67,2009-12-26,12,26,2009,5,12:00,18:00
"Saturday 26 December 2009, 18.00 — 00.00",1261850400000.0,4.0,Passing clouds.,25.0,1013.0,81,2009-12-26,12,26,2009,5,18:00,00:00
"Sunday 27 December 2009, 00.00 — 06.00",1261872000000.0,1.0,Haze.,23.0,1012.0,93,2009-12-27,12,27,2009,6,00:00,06:00
"Sunday 27 December 2009, 06.00 — 12.00",1261893600000.0,7.0,Scattered clouds.,28.0,1014.0,84,2009-12-27,12,27,2009,6,06:00,12:00
"Sunday 27 December 2009, 12.00 — 18.00",1261915200000.0,15.0,Scattered clouds.,28.0,1012.0,65,2009-12-27,12,27,2009,6,12:00,18:00
"Sunday 27 December 2009, 18.00 — 00.00",1261936800000.0,6.0,Passing clouds.,25.0,1014.0,82,2009-12-27,12,27,2009,6,18:00,00:00
"Monday 28 December 2009, 00.00 — 06.00",1261958400000.0,1.0,Haze.,23.0,1012.0,91,2009-12-28,12,28,2009,0,00:00,06:00
"Monday 28 December 2009, 06.00 — 12.00",1261980000000.0,8.0,Fog.,28.0,1014.0,82,2009-12-28,12,28,2009,0,06:00,12:00
"Monday 28 December 2009, 12.00 — 18.00",1262001600000.0,13.0,Passing clouds.,28.0,1011.0,64,2009-12-28,12,28,2009,0,12:00,18:00
"Monday 28 December 2009, 18.00 — 00.00",1262023200000.0,4.0,Passing clouds.,24.0,1013.0,84,2009-12-28,12,28,2009,0,18:00,00:00
"Tuesday 29 December 2009, 00.00 — 06.00",1262044800000.0,0.0,Fog.,23.0,1012.0,94,2009-12-29,12,29,2009,1,00:00,06:00
"Tuesday 29 December 2009, 06.00 — 12.00",1262066400000.0,5.0,Fog.,28.0,1013.0,84,2009-12-29,12,29,2009,1,06:00,12:00
"Tuesday 29 December 2009, 12.00 — 18.00",1262088000000.0,13.0,Scattered clouds.,28.0,1012.0,67,2009-12-29,12,29,2009,1,12:00,18:00
"Tuesday 29 December 2009, 18.00 — 00.00",1262109600000.0,9.0,Passing clouds.,26.0,1013.0,80,2009-12-29,12,29,2009,1,18:00,00:00
"Wednesday 30 December 2009, 00.00 — 06.00",1262131200000.0,1.0,Haze.,24.0,1012.0,97,2009-12-30,12,30,2009,2,00:00,06:00
"Wednesday 30 December 2009, 06.00 — 12.00",1262152800000.0,5.0,Fog.,27.0,1014.0,83,2009-12-30,12,30,2009,2,06:00,12:00
"Wednesday 30 December 2009, 12.00 — 18.00",1262174400000.0,14.0,Scattered clouds.,29.0,1011.0,69,2009-12-30,12,30,2009,2,12:00,18:00
"Wednesday 30 December 2009, 18.00 — 00.00",1262196000000.0,7.0,Haze.,26.0,1013.0,86,2009-12-30,12,30,2009,2,18:00,00:00
"Thursday 31 December 2009, 00.00 — 06.00",1262217600000.0,2.0,Fog.,23.0,1012.0,98,2009-12-31,12,31,2009,3,00:00,06:00
"Thursday 31 December 2009, 06.00 — 12.00",1262239200000.0,5.0,Fog.,28.0,1014.0,83,2009-12-31,12,31,2009,3,06:00,12:00
"Thursday 31 December 2009, 12.00 — 18.00",1262260800000.0,15.0,Passing clouds.,29.0,1011.0,66,2009-12-31,12,31,2009,3,12:00,18:00
"Thursday 31 December 2009, 18.00 — 00.00",1262282400000.0,5.0,Passing clouds.,25.0,1013.0,87,2009-12-31,12,31,2009,3,18:00,00:00
"Friday 1 January 2010, 00.00 — 06.00",1262304000000.0,0.0,Haze.,23.0,1012.0,96,2010-01-01,1,1,2010,4,00:00,06:00
"Friday 1 January 2010, 06.00 — 12.00",1262325600000.0,5.0,Fog.,28.0,1015.0,88,2010-01-01,1,1,2010,4,06:00,12:00
"Friday 1 January 2010, 12.00 — 18.00",1262347200000.0,16.0,Passing clouds.,29.0,1012.0,66,2010-01-01,1,1,2010,4,12:00,18:00
"Friday 1 January 2010, 18.00 — 00.00",1262368800000.0,6.0,Passing clouds.,26.0,1014.0,85,2010-01-01,1,1,2010,4,18:00,00:00
"Saturday 2 January 2010, 00.00 — 06.00",1262390400000.0,0.0,Fog.,24.0,1013.0,97,2010-01-02,1,2,2010,5,00:00,06:00
"Saturday 2 January 2010, 06.00 — 12.00",1262412000000.0,6.0,Scattered clouds.,28.0,1015.0,88,2010-01-02,1,2,2010,5,06:00,12:00
"Saturday 2 January 2010, 12.00 — 18.00",1262433600000.0,12.0,Broken clouds.,29.0,1013.0,69,2010-01-02,1,2,2010,5,12:00,18:00
"Saturday 2 January 2010, 18.00 — 00.00",1262455200000.0,11.0,Partly cloudy.,26.0,1016.0,80,2010-01-02,1,2,2010,5,18:00,00:00
"Sunday 3 January 2010, 00.00 — 06.00",1262476800000.0,7.0,Passing clouds.,25.0,1015.0,85,2010-01-03,1,3,2010,6,00:00,06:00
"Sunday 3 January 2010, 06.00 — 12.00",1262498400000.0,6.0,Scattered clouds.,27.0,1016.0,78,2010-01-03,1,3,2010,6,06:00,12:00
"Sunday 3 January 2010, 12.00 — 18.00",1262520000000.0,15.0,Scattered clouds.,28.0,1013.0,65,2010-01-03,1,3,2010,6,12:00,18:00
"Sunday 3 January 2010, 18.00 — 00.00",1262541600000.0,8.0,Haze.,26.0,1015.0,75,2010-01-03,1,3,2010,6,18:00,00:00
"Monday 4 January 2010, 00.00 — 06.00",1262563200000.0,2.0,Fog.,22.0,1014.0,89,2010-01-04,1,4,2010,0,00:00,06:00
"Monday 4 January 2010, 06.00 — 12.00",1262584800000.0,2.0,Fog.,25.0,1015.0,89,2010-01-04,1,4,2010,0,06:00,12:00
"Monday 4 January 2010, 12.00 — 18.00",1262606400000.0,12.0,Scattered clouds.,28.0,1011.0,62,2010-01-04,1,4,2010,0,12:00,18:00
"Monday 4 January 2010, 18.00 — 00.00",1262628000000.0,7.0,Haze.,25.0,1013.0,85,2010-01-04,1,4,2010,0,18:00,00:00
"Tuesday 5 January 2010, 00.00 — 06.00",1262649600000.0,3.0,Fog.,21.0,1011.0,97,2010-01-05,1,5,2010,1,00:00,06:00
"Tuesday 5 January 2010, 06.00 — 12.00",1262671200000.0,4.0,Haze.,27.0,1012.0,85,2010-01-05,1,5,2010,1,06:00,12:00
"Tuesday 5 January 2010, 12.00 — 18.00",1262692800000.0,12.0,Haze.,29.0,1010.0,60,2010-01-05,1,5,2010,1,12:00,18:00
"Tuesday 5 January 2010, 18.00 — 00.00",1262714400000.0,5.0,Haze.,25.0,1012.0,84,2010-01-05,1,5,2010,1,18:00,00:00
"Wednesday 6 January 2010, 00.00 — 06.00",1262736000000.0,0.0,Fog.,22.0,1011.0,94,2010-01-06,1,6,2010,2,00:00,06:00
"Wednesday 6 January 2010, 06.00 — 12.00",1262757600000.0,5.0,Fog.,28.0,1013.0,87,2010-01-06,1,6,2010,2,06:00,12:00
"Wednesday 6 January 2010, 12.00 — 18.00",1262779200000.0,16.0,Passing clouds.,29.0,1010.0,57,2010-01-06,1,6,2010,2,12:00,18:00
"Wednesday 6 January 2010, 18.00 — 00.00",1262800800000.0,10.0,Haze.,26.0,1012.0,79,2010-01-06,1,6,2010,2,18:00,00:00
"Thursday 7 January 2010, 00.00 — 06.00",1262822400000.0,6.0,Passing clouds.,25.0,1011.0,89,2010-01-07,1,7,2010,3,00:00,06:00
"Thursday 7 January 2010, 06.00 — 12.00",1262844000000.0,14.0,Scattered clouds.,28.0,1013.0,70,2010-01-07,1,7,2010,3,06:00,12:00
"Thursday 7 January 2010, 12.00 — 18.00",1262865600000.0,16.0,Scattered clouds.,29.0,1012.0,61,2010-01-07,1,7,2010,3,12:00,18:00
"Thursday 7 January 2010, 18.00 — 00.00",1262887200000.0,12.0,Passing clouds.,26.0,1013.0,78,2010-01-07,1,7,2010,3,18:00,00:00
"Friday 8 January 2010, 00.00 — 06.00",1262908800000.0,9.0,Passing clouds.,25.0,1012.0,82,2010-01-08,1,8,2010,4,00:00,06:00
"Friday 8 January 2010, 06.00 — 12.00",1262930400000.0,9.0,Fog.,25.0,1014.0,90,2010-01-08,1,8,2010,4,06:00,12:00
"Friday 8 January 2010, 12.00 — 18.00",1262952000000.0,11.0,Light rain. Fog.,24.0,1012.0,96,2010-01-08,1,8,2010,4,12:00,18:00
"Friday 8 January 2010, 18.00 — 00.00",1262973600000.0,9.0,Partly cloudy.,23.0,1013.0,96,2010-01-08,1,8,2010,4,18:00,00:00
"Saturday 9 January 2010, 00.00 — 06.00",1262995200000.0,1.0,Fog.,23.0,1011.0,96,2010-01-09,1,9,2010,5,00:00,06:00
"Saturday 9 January 2010, 06.00 — 12.00",1263016800000.0,10.0,Fog.,27.0,1013.0,93,2010-01-09,1,9,2010,5,06:00,12:00
"Saturday 9 January 2010, 12.00 — 18.00",1263038400000.0,13.0,Broken clouds.,28.0,1011.0,85,2010-01-09,1,9,2010,5,12:00,18:00
"Saturday 9 January 2010, 18.00 — 00.00",1263060000000.0,11.0,Partly cloudy.,24.0,1013.0,89,2010-01-09,1,9,2010,5,18:00,00:00
"Sunday 10 January 2010, 00.00 — 06.00",1263081600000.0,5.0,Passing clouds.,23.0,1012.0,89,2010-01-10,1,10,2010,6,00:00,06:00
"Sunday 10 January 2010, 06.00 — 12.00",1263103200000.0,7.0,Fog.,28.0,1014.0,87,2010-01-10,1,10,2010,6,06:00,12:00
"Sunday 10 January 2010, 12.00 — 18.00",1263124800000.0,13.0,Scattered clouds.,29.0,1012.0,78,2010-01-10,1,10,2010,6,12:00,18:00
"Sunday 10 January 2010, 18.00 — 00.00",1263146400000.0,4.0,Passing clouds.,26.0,1014.0,94,2010-01-10,1,10,2010,6,18:00,00:00
"Monday 11 January 2010, 00.00 — 06.00",1263168000000.0,0.0,Fog.,24.0,1013.0,100,2010-01-11,1,11,2010,0,00:00,06:00
"Monday 11 January 2010, 06.00 — 12.00",1263189600000.0,6.0,Broken clouds.,30.0,1015.0,87,2010-01-11,1,11,2010,0,06:00,12:00
"Monday 11 January 2010, 12.00 — 18.00",1263211200000.0,16.0,Scattered clouds.,31.0,1013.0,69,2010-01-11,1,11,2010,0,12:00,18:00
"Monday 11 January 2010, 18.00 — 00.00",1263232800000.0,9.0,Passing clouds.,27.0,1015.0,89,2010-01-11,1,11,2010,0,18:00,00:00
"Tuesday 12 January 2010, 00.00 — 06.00",1263254400000.0,1.0,Fog.,25.0,1014.0,94,2010-01-12,1,12,2010,1,00:00,06:00
"Tuesday 12 January 2010, 06.00 — 12.00",1263276000000.0,7.0,Scattered clouds.,30.0,1016.0,81,2010-01-12,1,12,2010,1,06:00,12:00
"Tuesday 12 January 2010, 12.00 — 18.00",1263297600000.0,14.0,Scattered clouds.,31.0,1013.0,67,2010-01-12,1,12,2010,1,12:00,18:00
"Tuesday 12 January 2010, 18.00 — 00.00",1263319200000.0,11.0,Passing clouds.,27.0,1015.0,87,2010-01-12,1,12,2010,1,18:00,00:00
"Wednesday 13 January 2010, 00.00 — 06.00",1263340800000.0,4.0,Smoke.,26.0,1015.0,94,2010-01-13,1,13,2010,2,00:00,06:00
"Wednesday 13 January 2010, 06.00 — 12.00",1263362400000.0,5.0,Smoke.,31.0,1016.0,88,2010-01-13,1,13,2010,2,06:00,12:00
"Wednesday 13 January 2010, 12.00 — 18.00",1263384000000.0,14.0,Passing clouds.,31.0,1014.0,70,2010-01-13,1,13,2010,2,12:00,18:00
"Wednesday 13 January 2010, 18.00 — 00.00",1263405600000.0,12.0,Passing clouds.,28.0,1016.0,84,2010-01-13,1,13,2010,2,18:00,00:00
"Thursday 14 January 2010, 00.00 — 06.00",1263427200000.0,4.0,Haze.,26.0,1016.0,92,2010-01-14,1,14,2010,3,00:00,06:00
"Thursday 14 January 2010, 06.00 — 12.00",1263448800000.0,8.0,Scattered clouds.,30.0,1018.0,88,2010-01-14,1,14,2010,3,06:00,12:00
"Thursday 14 January 2010, 12.00 — 18.00",1263470400000.0,15.0,Scattered clouds.,30.0,1015.0,66,2010-01-14,1,14,2010,3,12:00,18:00
"Thursday 14 January 2010, 18.00 — 00.00",1263492000000.0,12.0,Passing clouds.,27.0,1017.0,86,2010-01-14,1,14,2010,3,18:00,00:00
"Friday 15 January 2010, 00.00 — 06.00",1263513600000.0,11.0,Passing clouds.,26.0,1016.0,89,2010-01-15,1,15,2010,4,00:00,06:00
"Friday 15 January 2010, 06.00 — 12.00",1263535200000.0,14.0,Scattered clouds.,29.0,1018.0,73,2010-01-15,1,15,2010,4,06:00,12:00
"Friday 15 January 2010, 12.00 — 18.00",1263556800000.0,18.0,Scattered clouds.,29.0,1017.0,62,2010-01-15,1,15,2010,4,12:00,18:00
"Friday 15 January 2010, 18.00 — 00.00",1263578400000.0,7.0,Passing clouds.,26.0,1018.0,75,2010-01-15,1,15,2010,4,18:00,00:00
"Saturday 16 January 2010, 00.00 — 06.00",1263600000000.0,0.0,Haze.,23.0,1018.0,91,2010-01-16,1,16,2010,5,00:00,06:00
"Saturday 16 January 2010, 06.00 — 12.00",1263621600000.0,7.0,Scattered clouds.,29.0,1019.0,79,2010-01-16,1,16,2010,5,06:00,12:00
"Saturday 16 January 2010, 12.00 — 18.00",1263643200000.0,19.0,Passing clouds.,30.0,1017.0,58,2010-01-16,1,16,2010,5,12:00,18:00
"Saturday 16 January 2010, 18.00 — 00.00",1263664800000.0,8.0,Passing clouds.,27.0,1019.0,77,2010-01-16,1,16,2010,5,18:00,00:00
"Sunday 17 January 2010, 00.00 — 06.00",1263686400000.0,0.0,Haze.,24.0,1018.0,93,2010-01-17,1,17,2010,6,00:00,06:00
"Sunday 17 January 2010, 06.00 — 12.00",1263708000000.0,8.0,Scattered clouds.,29.0,1019.0,83,2010-01-17,1,17,2010,6,06:00,12:00
"Sunday 17 January 2010, 12.00 — 18.00",1263729600000.0,17.0,Passing clouds.,29.0,1017.0,65,2010-01-17,1,17,2010,6,12:00,18:00
"Sunday 17 January 2010, 18.00 — 00.00",1263751200000.0,5.0,Passing clouds.,27.0,1018.0,85,2010-01-17,1,17,2010,6,18:00,00:00
"Monday 18 January 2010, 00.00 — 06.00",1263772800000.0,0.0,Haze.,25.0,1018.0,93,2010-01-18,1,18,2010,0,00:00,06:00
"Monday 18 January 2010, 06.00 — 12.00",1263794400000.0,5.0,Fog.,29.0,1018.0,87,2010-01-18,1,18,2010,0,06:00,12:00
"Monday 18 January 2010, 12.00 — 18.00",1263816000000.0,16.0,Passing clouds.,30.0,1016.0,64,2010-01-18,1,18,2010,0,12:00,18:00
"Monday 18 January 2010, 18.00 — 00.00",1263837600000.0,9.0,Passing clouds.,27.0,1016.0,81,2010-01-18,1,18,2010,0,18:00,00:00
"Tuesday 19 January 2010, 00.00 — 06.00",1263859200000.0,1.0,Passing clouds.,25.0,1015.0,93,2010-01-19,1,19,2010,1,00:00,06:00
"Tuesday 19 January 2010, 06.00 — 12.00",1263880800000.0,4.0,Fog.,28.0,1017.0,88,2010-01-19,1,19,2010,1,06:00,12:00
"Tuesday 19 January 2010, 12.00 — 18.00",1263902400000.0,18.0,Scattered clouds.,29.0,1014.0,63,2010-01-19,1,19,2010,1,12:00,18:00
"Tuesday 19 January 2010, 18.00 — 00.00",1263924000000.0,7.0,Haze.,26.0,1015.0,82,2010-01-19,1,19,2010,1,18:00,00:00
"Wednesday 20 January 2010, 00.00 — 06.00",1263945600000.0,0.0,Fog.,23.0,1015.0,94,2010-01-20,1,20,2010,2,00:00,06:00
"Wednesday 20 January 2010, 06.00 — 12.00",1263967200000.0,7.0,Fog.,29.0,1018.0,83,2010-01-20,1,20,2010,2,06:00,12:00
"Wednesday 20 January 2010, 12.00 — 18.00",1263988800000.0,20.0,Passing clouds.,29.0,1015.0,52,2010-01-20,1,20,2010,2,12:00,18:00
"Wednesday 20 January 2010, 18.00 — 00.00",1264010400000.0,7.0,Clear.,26.0,1016.0,75,2010-01-20,1,20,2010,2,18:00,00:00
"Thursday 21 January 2010, 00.00 — 06.00",1264032000000.0,0.0,Clear.,23.0,1016.0,86,2010-01-21,1,21,2010,3,00:00,06:00
"Thursday 21 January 2010, 06.00 — 12.00",1264053600000.0,8.0,Fog.,28.0,1017.0,74,2010-01-21,1,21,2010,3,06:00,12:00
"Thursday 21 January 2010, 12.00 — 18.00",1264075200000.0,20.0,Passing clouds.,29.0,1014.0,43,2010-01-21,1,21,2010,3,12:00,18:00
"Thursday 21 January 2010, 18.00 — 00.00",1264096800000.0,7.0,Passing clouds.,25.0,1015.0,67,2010-01-21,1,21,2010,3,18:00,00:00
"Friday 22 January 2010, 00.00 — 06.00",1264118400000.0,6.0,Passing clouds.,21.0,1014.0,86,2010-01-22,1,22,2010,4,00:00,06:00
"Friday 22 January 2010, 06.00 — 12.00",1264140000000.0,8.0,Fog.,28.0,1017.0,76,2010-01-22,1,22,2010,4,06:00,12:00
"Friday 22 January 2010, 12.00 — 18.00",1264161600000.0,17.0,Scattered clouds.,29.0,1014.0,54,2010-01-22,1,22,2010,4,12:00,18:00
"Friday 22 January 2010, 18.00 — 00.00",1264183200000.0,7.0,Haze.,26.0,1016.0,68,2010-01-22,1,22,2010,4,18:00,00:00
"Saturday 23 January 2010, 00.00 — 06.00",1264204800000.0,2.0,Haze.,21.0,1015.0,84,2010-01-23,1,23,2010,5,00:00,06:00
"Saturday 23 January 2010, 06.00 — 12.00",1264226400000.0,7.0,Haze.,27.0,1016.0,71,2010-01-23,1,23,2010,5,06:00,12:00
"Saturday 23 January 2010, 12.00 — 18.00",1264248000000.0,17.0,Scattered clouds.,28.0,1014.0,60,2010-01-23,1,23,2010,5,12:00,18:00
"Saturday 23 January 2010, 18.00 — 00.00",1264269600000.0,4.0,Passing clouds.,25.0,1015.0,76,2010-01-23,1,23,2010,5,18:00,00:00
"Sunday 24 January 2010, 00.00 — 06.00",1264291200000.0,1.0,Passing clouds.,23.0,1014.0,87,2010-01-24,1,24,2010,6,00:00,06:00
"Sunday 24 January 2010, 06.00 — 12.00",1264312800000.0,5.0,Fog.,27.0,1015.0,79,2010-01-24,1,24,2010,6,06:00,12:00
"Sunday 24 January 2010, 12.00 — 18.00",1264334400000.0,15.0,Scattered clouds.,27.0,1013.0,67,2010-01-24,1,24,2010,6,12:00,18:00
"Sunday 24 January 2010, 18.00 — 00.00",1264356000000.0,7.0,Passing clouds.,25.0,1015.0,79,2010-01-24,1,24,2010,6,18:00,00:00
"Monday 25 January 2010, 00.00 — 06.00",1264377600000.0,1.0,Haze.,23.0,1013.0,95,2010-01-25,1,25,2010,0,00:00,06:00
"Monday 25 January 2010, 06.00 — 12.00",1264399200000.0,6.0,Scattered clouds.,28.0,1016.0,80,2010-01-25,1,25,2010,0,06:00,12:00
"Monday 25 January 2010, 12.00 — 18.00",1264420800000.0,15.0,Passing clouds.,29.0,1013.0,62,2010-01-25,1,25,2010,0,12:00,18:00
"Monday 25 January 2010, 18.00 — 00.00",1264442400000.0,11.0,Passing clouds.,26.0,1015.0,72,2010-01-25,1,25,2010,0,18:00,00:00
"Tuesday 26 January 2010, 00.00 — 06.00",1264464000000.0,6.0,Passing clouds.,24.0,1014.0,91,2010-01-26,1,26,2010,1,00:00,06:00
"Tuesday 26 January 2010, 06.00 — 12.00",1264485600000.0,4.0,Scattered clouds.,29.0,1016.0,84,2010-01-26,1,26,2010,1,06:00,12:00
"Tuesday 26 January 2010, 12.00 — 18.00",1264507200000.0,17.0,Scattered clouds.,31.0,1014.0,57,2010-01-26,1,26,2010,1,12:00,18:00
"Tuesday 26 January 2010, 18.00 — 00.00",1264528800000.0,13.0,Passing clouds.,26.0,1016.0,79,2010-01-26,1,26,2010,1,18:00,00:00
"Wednesday 27 January 2010, 00.00 — 06.00",1264550400000.0,4.0,Passing clouds.,25.0,1014.0,91,2010-01-27,1,27,2010,2,00:00,06:00
"Wednesday 27 January 2010, 06.00 — 12.00",1264572000000.0,3.0,Fog.,27.0,1016.0,90,2010-01-27,1,27,2010,2,06:00,12:00
"Wednesday 27 January 2010, 12.00 — 18.00",1264593600000.0,18.0,Scattered clouds.,29.0,1014.0,72,2010-01-27,1,27,2010,2,12:00,18:00
"Wednesday 27 January 2010, 18.00 — 00.00",1264615200000.0,12.0,Passing clouds.,26.0,1015.0,86,2010-01-27,1,27,2010,2,18:00,00:00
"Thursday 28 January 2010, 00.00 — 06.00",1264636800000.0,5.0,Passing clouds.,24.0,1015.0,94,2010-01-28,1,28,2010,3,00:00,06:00
"Thursday 28 January 2010, 06.00 — 12.00",1264658400000.0,9.0,Scattered clouds.,29.0,1017.0,81,2010-01-28,1,28,2010,3,06:00,12:00
"Thursday 28 January 2010, 12.00 — 18.00",1264680000000.0,20.0,Scattered clouds.,29.0,1015.0,68,2010-01-28,1,28,2010,3,12:00,18:00
"Thursday 28 January 2010, 18.00 — 00.00",1264701600000.0,9.0,Passing clouds.,26.0,1016.0,79,2010-01-28,1,28,2010,3,18:00,00:00
"Friday 29 January 2010, 00.00 — 06.00",1264723200000.0,3.0,Haze.,24.0,1015.0,90,2010-01-29,1,29,2010,4,00:00,06:00
"Friday 29 January 2010, 06.00 — 12.00",1264744800000.0,8.0,Scattered clouds.,28.0,1017.0,81,2010-01-29,1,29,2010,4,06:00,12:00
